[30Nov2024 01:00:30.270] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[30Nov2024 01:00:30.274] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[30Nov2024 01:00:31.585] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[30Nov2024 01:00:31.598] [main/INFO] [optifine.OptiFineTransformationService/]: OptiFineTransformationService.onLoad
[30Nov2024 01:00:31.599] [main/INFO] [optifine.OptiFineTransformationService/]: OptiFine ZIP file URL: union:/workspaces/Servidor1/servidor_minecraft/mods/OptiFine_1.20.1_HD_U_I6.jar%23215!/
[30Nov2024 01:00:31.606] [main/INFO] [optifine.OptiFineTransformationService/]: OptiFine ZIP file: /workspaces/Servidor1/servidor_minecraft/mods/OptiFine_1.20.1_HD_U_I6.jar
[30Nov2024 01:00:31.608] [main/INFO] [optifine.OptiFineTransformer/]: Target.PRE_CLASS is available
[30Nov2024 01:00:31.656] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Servidor1/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[30Nov2024 01:00:31.664] [main/INFO] [optifine.OptiFineTransformationService/]: OptiFineTransformationService.initialize
[30Nov2024 01:00:32.083] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Servidor1/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[30Nov2024 01:00:32.083] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Servidor1/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[30Nov2024 01:00:32.084] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Servidor1/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[30Nov2024 01:00:32.085] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Servidor1/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[30Nov2024 01:00:32.340] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[30Nov2024 01:00:32.345] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: resourcefullib. Using Mod File: /workspaces/Servidor1/servidor_minecraft/mods/resourcefullib-forge-1.20.1-2.1.29.jar
[30Nov2024 01:00:32.346] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 11 dependencies adding them to mods collection
[30Nov2024 01:00:32.922] [main/INFO] [optifine.OptiFineTransformationService/]: OptiFineTransformationService.transformers
[30Nov2024 01:00:32.932] [main/INFO] [optifine.OptiFineTransformer/]: Targets: 412
[30Nov2024 01:00:33.527] [main/INFO] [optifine.OptiFineTransformationService/]: additionalClassesLocator: [optifine., net.optifine.]
[30Nov2024 01:00:35.565] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[30Nov2024 01:00:35.892] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments []
[30Nov2024 01:00:35.906] [main/WARN] [mixin/]: Reference map 'naturalist-forge-forge-refmap.json' for naturalist.mixins.json could not be read. If this is a development environment you can ignore this message
[30Nov2024 01:00:36.012] [main/WARN] [mixin/]: Reference map 'morevillagers-forge-forge-refmap.json' for morevillagers.mixins.json could not be read. If this is a development environment you can ignore this message
[30Nov2024 01:00:36.052] [main/WARN] [mixin/]: Reference map 'graveyard-FORGE-forge-refmap.json' for graveyard-forge.mixins.json could not be read. If this is a development environment you can ignore this message
[30Nov2024 01:00:36.064] [main/WARN] [mixin/]: Reference map 'mixins.shineals_prehistoric_expansion.refmap.json' for mixins.shineals_prehistoric_expansion.json could not be read. If this is a development environment you can ignore this message
[30Nov2024 01:00:36.066] [main/WARN] [mixin/]: Reference map 'mixins.boh.refmap.json' for mixins.boh.json could not be read. If this is a development environment you can ignore this message
[30Nov2024 01:00:36.083] [main/WARN] [mixin/]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[30Nov2024 01:00:36.151] [main/INFO] [Puzzles Lib/]: Loading 120 mods:
	- aiimprovements 0.5.2
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.boomstick.silenced_fire Expected: 2173 Got: 3959
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.combat_shotgun.fire Expected: 2174 Got: 3960
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.combat_shotgun.silenced_fire Expected: 2175 Got: 3961
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.bruiser.fire Expected: 2176 Got: 3962
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.makeshift_rifle.silenced_fire Expected: 2177 Got: 3963
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.makeshift_rifle.cock Expected: 2178 Got: 3964
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.scrapper.fire Expected: 2179 Got: 3965
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.greaser_smg.fire Expected: 2180 Got: 3966
[30Nov2024 01:01:04.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.gyrojet.fire Expected: 2181 Got: 3967
[30Nov2024 01:01:04.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.iron_rifle.fire Expected: 2182 Got: 3968
[30Nov2024 01:01:04.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.heavy_rifle.fire Expected: 2183 Got: 3969
[30Nov2024 01:01:04.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.brass_pistol.fire Expected: 2184 Got: 3970
[30Nov2024 01:01:04.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.plasma.fire Expected: 2185 Got: 3971
[30Nov2024 01:01:04.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.gauss.fire Expected: 2186 Got: 3972
[30Nov2024 01:01:04.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.rocket.fire Expected: 2187 Got: 3973
[30Nov2024 01:01:04.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.rocket_rifle.fire Expected: 2188 Got: 3974
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.brass_revolver.fire Expected: 2189 Got: 3975
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.gauss.pre_fire Expected: 2190 Got: 3976
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.gauss.reload Expected: 2191 Got: 3977
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.raygun.fire Expected: 2192 Got: 3978
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.flamethrower.fire Expected: 2193 Got: 3979
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.flamethrower.fire_2 Expected: 2194 Got: 3980
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.flamethrower.pre_fire Expected: 2195 Got: 3981
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.flamethrower.reload Expected: 2196 Got: 3982
[30Nov2024 01:01:04.652] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.laser.fire Expected: 2197 Got: 3983
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.heavier_rifle.fire Expected: 2198 Got: 3984
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.iron_pistol.fire Expected: 2199 Got: 3985
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.pistol.reload Expected: 2200 Got: 3986
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.pistol.cock Expected: 2201 Got: 3987
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:item.grenade.pin Expected: 2202 Got: 3988
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:entity.stun_grenade.explosion Expected: 2203 Got: 3989
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:entity.stun_grenade.ring Expected: 2204 Got: 3990
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:ui.weapon.attach Expected: 2205 Got: 3991
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: scguns:bullet.flyby1 Expected: 2206 Got: 3992
[30Nov2024 01:01:04.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:farlands Expected: 2739 Got: 3993
[30Nov2024 01:01:04.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:amethystdisc Expected: 2740 Got: 3994
[30Nov2024 01:01:04.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:mummydisc Expected: 2741 Got: 3995
[30Nov2024 01:01:04.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:submerged Expected: 2742 Got: 3996
[30Nov2024 01:01:04.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:blizzard Expected: 2743 Got: 3997
[30Nov2024 01:01:04.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:gator Expected: 2744 Got: 3998
[30Nov2024 01:01:04.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:aerie Expected: 2745 Got: 3999
[30Nov2024 01:01:04.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:phoenix Expected: 2746 Got: 4000
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:sunrise Expected: 2747 Got: 4001
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:null Expected: 2748 Got: 4002
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:modulo Expected: 2749 Got: 4003
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:ritual Expected: 2750 Got: 4004
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:sunset Expected: 2751 Got: 4005
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:adayinthenether Expected: 2752 Got: 4006
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: luminous_beasts:creakingwoods Expected: 2753 Got: 4007
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.combat_rifle.fire Expected: 2754 Got: 4008
[30Nov2024 01:01:04.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.combat_rifle.silenced_fire Expected: 2755 Got: 4009
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.assault_rifle.fire Expected: 2756 Got: 4010
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.assault_rifle.silenced_fire Expected: 2757 Got: 4011
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.revolver.fire Expected: 2758 Got: 4012
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.revolver.silenced_fire Expected: 2759 Got: 4013
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.waterpipe_shotgun.fire Expected: 2760 Got: 4014
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.semi_auto_rifle.fire Expected: 2761 Got: 4015
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.semi_auto_rifle.silenced_fire Expected: 2762 Got: 4016
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.burst_rifle.fire Expected: 2763 Got: 4017
[30Nov2024 01:01:04.656] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.burst_rifle.silenced_fire Expected: 2764 Got: 4018
[30Nov2024 01:01:04.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.pump_shotgun.fire Expected: 2765 Got: 4019
[30Nov2024 01:01:04.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.pump_shotgun.silenced_fire Expected: 2766 Got: 4020
[30Nov2024 01:01:04.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.bolt_action_rifle.fire Expected: 2767 Got: 4021
[30Nov2024 01:01:04.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.custom_smg.fire Expected: 2768 Got: 4022
[30Nov2024 01:01:04.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.custom_smg.silenced_fire Expected: 2769 Got: 4023
[30Nov2024 01:01:04.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.blossom_rifle.fire Expected: 2770 Got: 4024
[30Nov2024 01:01:04.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.blossom_rifle.silenced_fire Expected: 2771 Got: 4025
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.double_barrel_shotgun.fire Expected: 2772 Got: 4026
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.holy_shotgun.fire Expected: 2773 Got: 4027
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.holy_shotgun.silenced_fire Expected: 2774 Got: 4028
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.typhoonee.fire Expected: 2775 Got: 4029
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.typhoonee.prefire Expected: 2776 Got: 4030
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.pistol.reload Expected: 2777 Got: 4031
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.pistol.cock Expected: 2778 Got: 4032
[30Nov2024 01:01:04.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:item.grenade.pin Expected: 2779 Got: 4033
[30Nov2024 01:01:04.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:entity.stun_grenade.explosion Expected: 2780 Got: 4034
[30Nov2024 01:01:04.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:entity.stun_grenade.ring Expected: 2781 Got: 4035
[30Nov2024 01:01:04.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:ui.weapon.attach Expected: 2782 Got: 4036
[30Nov2024 01:01:04.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:block.recycler_loop Expected: 2783 Got: 4037
[30Nov2024 01:01:04.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:block.recycler_shredding Expected: 2784 Got: 4038
[30Nov2024 01:01:04.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:entity.ghoul.ambient Expected: 2785 Got: 4039
[30Nov2024 01:01:04.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:entity.ghoul.death Expected: 2786 Got: 4040
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: jeg:entity.ghoul.hurt Expected: 2787 Got: 4041
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:bulldrogioth_hurt Expected: 2848 Got: 4042
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:bulldrogioth_idle Expected: 2849 Got: 4043
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:bulldrogioth_attack Expected: 2850 Got: 4044
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:soul_laser Expected: 2851 Got: 4045
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:soul_laser_ready Expected: 2852 Got: 4046
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:nehemoth_charge Expected: 2853 Got: 4047
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:bite_warn Expected: 2854 Got: 4048
[30Nov2024 01:01:04.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:nehemoth_bite Expected: 2855 Got: 4049
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:nehemoth_idle Expected: 2856 Got: 4050
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:nehemoth_death Expected: 2857 Got: 4051
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:nehemoth_hurt Expected: 2858 Got: 4052
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:nehemoth_roar Expected: 2859 Got: 4053
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:goresound Expected: 2860 Got: 4054
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:cultist_idle Expected: 2861 Got: 4055
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:cultist_hurt Expected: 2862 Got: 4056
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:cultist_death Expected: 2863 Got: 4057
[30Nov2024 01:01:04.661] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:cultist_preattack Expected: 2864 Got: 4058
[30Nov2024 01:01:04.662] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:sound_event: Object did not get ID it asked for. Name: fromtheshadows:cultist_attack Expected: 2865 Got: 4059
